Gene ID	Gene Name	Design Element	'heat-killed Escherichia coli' vs 'none' in 'normal'.foldChange	'heat-killed Escherichia coli' vs 'none' in 'normal'.pValue	'heat-killed Escherichia coli' vs 'none' in 'normal'.tStat	'heat-killed Escherichia coli' vs 'none' in 'ulcerative colitis'.foldChange	'heat-killed Escherichia coli' vs 'none' in 'ulcerative colitis'.pValue	'heat-killed Escherichia coli' vs 'none' in 'ulcerative colitis'.tStat	'ulcerative colitis' vs 'normal' in 'heat-killed Escherichia coli'.foldChange	'ulcerative colitis' vs 'normal' in 'heat-killed Escherichia coli'.pValue	'ulcerative colitis' vs 'normal' in 'heat-killed Escherichia coli'.tStat	'ulcerative colitis' vs 'normal' in 'none'.foldChange	'ulcerative colitis' vs 'normal' in 'none'.pValue	'ulcerative colitis' vs 'normal' in 'none'.tStat
ENSG00000165370	GPR101	1553544_at	-0.2	0.206700678	-1.677178915	0.1	0.259218844	1.260773091	0.1	0.998683232	0.608729152			
ENSG00000165376	CLDN2	223509_at				0.2	0.068235398	2.041315394	0.1	0.998683232	0.332257884			
ENSG00000165379	LRFN5	230644_at	0.5	0.007051137	3.885683217	0.5	4.19E-04	4.151828114	0.1	0.998683232	0.430905781			
ENSG00000165383	LRRC18	1554331_a_at	-0.1	0.662313888	-0.624018112				0.1	0.998683232	0.73856995			
ENSG00000165389	SPTSSA	212460_at	-0.7	3.55E-04	-6.025032991	-0.6	3.19E-10	-8.967798541						
ENSG00000165392	WRN	205667_at	-0.4	0.033739065	-2.897386086	-0.3	0.002389918	-3.502953123	0.2	0.998683232	1.259568676			
ENSG00000165406	MARCHF8	221824_s_at	-1.8	4.93E-07	-14.00386762	-1.6	4.38E-16	-14.70700771	0.2	0.998683232	1.192398802			
ENSG00000165409	TSHR	215442_s_at				0.1	0.332388285	1.085945113	0.1	0.998683232	0.521986711			
ENSG00000165410	CFL2	224352_s_at	-1	3.59E-04	-6.016410734	-1	6.41E-11	-9.55465815	-0.1	0.998683232	-0.469852892			
ENSG00000165416	SUGT1	224309_s_at	-0.3	0.011393949	-3.577505548	-0.2	0.006674962	-3.096146537						
ENSG00000165424	ZCCHC24	212419_at	-2.2	3.89E-07	-14.42391072	-2	2.18E-14	-12.82155608	0.1	0.998683232	0.416553267			
ENSG00000165434	PGM2L1	229553_at	-0.6	0.017630418	-3.30443618	-0.6	5.79E-06	-5.622805115	0.1	0.998683232	0.864413348			
ENSG00000165443	PHYHIPL	226623_at	0.5	0.003070443	4.437624142	0.3	0.001687864	3.636105977	-0.1	0.998683232	-0.761335586			
ENSG00000165449	SLC16A9	227506_at	0.4	0.057400153	2.555898925	0.3	0.009638895	2.941758863	-0.2	0.998683232	-1.246739461			
ENSG00000165457	FOLR2	204829_s_at	-0.3	0.394296786	-1.155235131	-0.1	0.812164341	-0.275960533				-0.3	0.917390192	-0.670270553
ENSG00000165458	INPPL1	201598_s_at	-0.7	3.96E-04	-5.937589337	-0.8	4.50E-13	-11.51076948	-0.1	0.998683232	-0.960384245			
ENSG00000165462	PHOX2A	214609_at	0.1	0.491972818	0.944294472	0.3	0.005110613	3.204071779	0.1	0.998683232	0.571102679			
ENSG00000165471	MBL2	207256_at	0.2	0.156060457	1.882382752	0.4	6.63E-05	4.799607371	0.1	0.998683232	0.64792249			
ENSG00000165474	GJB2	223278_at	3.3	2.70E-06	11.26165988	2.9	2.49E-12	10.80776583	-0.1	0.998683232	-0.328972679	0.3	0.878888676	0.848240978
ENSG00000165475	CRYL1	220753_s_at	-1	0.001290022	-5.049339278	-1	9.25E-06	-5.465100036	-0.2	0.998683232	-0.760183243	-0.1	0.955237544	-0.531271239
ENSG00000165476	REEP3	225785_at	-0.3	0.064030951	-2.483901221	-0.2	7.44E-04	-3.942488308	-0.1	0.998683232	-0.664720581			
ENSG00000165478	HEPACAM	238003_at	0.1	0.755208141	0.45809956	0.1	0.27756319	1.21378267	-0.2	0.998683232	-1.267746588			
ENSG00000165480	SKA3	227165_at	-0.4	0.427470765	-1.080031088	-0.3	0.151747725	-1.600265873	-0.3	0.998683232	-0.822583306	-0.4	0.776526246	-1.233510411
ENSG00000165487	MICU2	212410_at				-0.2	1.11E-04	-4.620547111	-0.1	0.998683232	-1.380512605			
ENSG00000165490	DDIAS	228281_at	-1.6	1.04E-04	-7.083392462	-1.8	1.12E-08	-7.71919527	-0.4	0.998683232	-1.007268406	-0.3	0.701388882	-1.404168654
ENSG00000165494	PCF11	227622_at	1.3	5.15E-06	10.37071366	1	5.84E-13	11.39942433	-0.2	0.998683232	-1.316696712			
ENSG00000165495	PKNOX2	222171_s_at	-0.1	0.562254492	-0.806078741				0.1	0.998683232	0.953468853			
ENSG00000165496	RPL10L	217559_at	0.3	0.027111631	3.036487788	0.1	0.264093449	1.248291293	-0.2	0.998683232	-2.058862318			
ENSG00000165501	LRR1	235113_at	-0.7	0.017205003	-3.319295387	-0.3	3.63E-05	-5.006823897	0.4	0.998683232	2.453425677			
ENSG00000165502	RPL36AL	207585_s_at				0.2	2.71E-04	4.307029348	0.2	0.98132365	2.667058181			
ENSG00000165506	DNAAF2	219166_at	-1.6	8.23E-04	-5.375217492	-1.1	9.85E-10	-8.561614866	0.5	0.998683232	1.936849072			
ENSG00000165507	DEPP1	209182_s_at	1.3	3.36E-04	6.072031483	1.8	2.80E-11	9.865156079	0.2	0.998683232	0.696508254			
ENSG00000165509	MAGEC3	216592_at				0.2	0.020089659	2.625619444	0.1	0.998683232	0.581685466			
ENSG00000165511	ZNF22-AS1	1552422_at	-0.3	0.060881004	-2.51778315	-0.8	1.15E-06	-6.162571746	-0.3	0.998683232	-1.340654623			
ENSG00000165512	ZNF22	218005_at	-0.2	0.472975866	-0.983713453	-0.1	0.065881608	-2.059458575	0.1	0.998683232	0.799743781			
ENSG00000165516	KLHDC2	217906_at	-1.8	1.02E-06	-12.81671097	-1.6	4.36E-18	-17.16021681	0.2	0.998683232	1.526477914			
ENSG00000165521	EML5	1568777_at	-2	1.80E-05	-8.859543055	-1.9	3.46E-15	-13.67663534	0.1	0.998683232	0.212559622			
ENSG00000165525	NEMF	218649_x_at	-0.6	0.003459602	-4.355924486	-0.4	3.39E-06	-5.802435227	0.1	0.998683232	0.564530613			
ENSG00000165526	RPUSD4	225398_at	-0.2	0.220157843	-1.629856823				0.3	0.998683232	1.728491452			
ENSG00000165527	ARF6	203312_x_at				0.1	0.03076538	2.431263156						
ENSG00000165533	TTC8	226120_at	-2.4	9.03E-06	-9.704165676	-2.9	6.22E-17	-15.70537071	-0.2	0.998683232	-0.648551384			
ENSG00000165548	TMEM63C	227733_at				0.1	0.516061471	0.736210645	0.2	0.998683232	1.783467502			
ENSG00000165553	NGB	236677_at	0.2	0.264732396	1.488313889	0.4	8.68E-07	6.25457673	0.1	0.998683232	0.531814601			
ENSG00000165555	NOXRED1	231566_at	0.3	0.12579209	2.03391763				-0.2	0.998683232	-1.13346599			
ENSG00000165556	CDX2	206387_at				0.2	0.023415704	2.556915888						
ENSG00000165566	AMER2	1553720_a_at				0.2	0.033312424	2.39454536	-0.1	0.998683232	-0.580319025			
ENSG00000165568	AKR1E2	223856_at	-0.2	0.280897985	-1.441418214	-0.2	0.041101051	-2.294354032	-0.1	0.998683232	-0.723866419			
ENSG00000165572	KBTBD6	226479_at	-2.1	1.08E-05	-9.482435691	-2.2	3.64E-13	-11.59712054	0.1	0.998683232	0.331340959			
ENSG00000165583	SSX5	208528_x_at				0.2	0.049433413	2.205020063	-0.1	0.998683232	-0.649974435			
ENSG00000165584	SSX3	211731_x_at	0.1	0.731598223	0.501190796	0.1	0.149145664	1.610624024						
ENSG00000165591	FAAH2	230792_at	0.4	0.233259232	1.586219034	0.6	0.001900822	3.590824156	0.3	0.998683232	1.073506338			
ENSG00000165609	NUDT5	223100_s_at	-0.8	2.78E-04	-6.229983691	-1	9.96E-13	-11.18066538	-0.1	0.998683232	-0.515249454			
ENSG00000165617	DACT1	219179_at	-0.7	0.11226853	-2.111612322	-0.3	0.16358121	-1.55531756	0.5	0.998683232	1.655663258	0.1	0.959323474	0.457516908
ENSG00000165621	OXGR1	1553319_at				0.2	0.032709561	2.402998503						
ENSG00000165623	UCMA	236800_at	0.2	0.252921649	1.525533493				-0.2	0.998683232	-1.235500437			
ENSG00000165626	BEND7	1553327_a_at				0.1	0.176012287	1.511167004						
ENSG00000165629	ATP5F1C	213366_x_at	-0.4	0.002900689	-4.476850598	-0.3	7.08E-08	-7.093392462	0.1	0.998683232	0.918780023			
ENSG00000165632	TAF3	235119_at	-0.5	0.00450853	-4.179352542	-0.5	4.94E-08	-7.213784548						
ENSG00000165633	VSTM4	213381_at	-0.1	0.603069223	-0.731682331	0.2	0.037661557	2.336033138	0.1	0.998683232	0.305749937			
ENSG00000165643	SOHLH1	1561403_at				0.1	0.119033396	1.741847707						
ENSG00000165644	COMTD1	226870_at	-0.4	0.01818587	-3.284866517	-0.4	8.17E-07	-6.274563145						
ENSG00000165646	SLC18A2	205857_at	-0.7	0.004089036	-4.245635526	-0.3	0.047647366	-2.223163202	0.4	0.998683232	2.464342242			
ENSG00000165650	PDZD8	213549_at	-0.5	0.021981326	-3.168148315	-0.4	2.83E-04	-4.29189703	0.2	0.998683232	1.366568826			
ENSG00000165655	ZNF503	227195_at	-0.4	0.480713786	-0.968176143	0.2	0.627854543	0.554182733				-0.4	0.799940321	-1.160073457
ENSG00000165660	ABRAXAS2	212837_at				0.2	0.026315628	2.503351573	0.2	0.998683232	1.734927855			
ENSG00000165661	QSOX2	235239_at	0.3	0.124658663	2.039842633	0.1	0.254842205	1.271980613	-0.1	0.998683232	-0.578133971			
ENSG00000165669	FAM204A	234947_s_at				-0.2	1.71E-05	-5.26015223						
ENSG00000165671	NSD1	219084_at	-1.2	3.85E-04	-5.962742462	-1.2	3.67E-11	-9.761494009	0.2	0.998683232	0.772213337			
ENSG00000165672	PRDX3	201619_at				-0.1	0.009063198	-2.967639392						
ENSG00000165675	ENOX2	204643_s_at	-0.4	0.00375933	-4.300595004	-0.6	3.25E-09	-8.142851383	-0.1	0.998683232	-0.429623146			
ENSG00000165678	GHITM	209248_at							-0.1	0.998683232	-1.362728473			
ENSG00000165682	CLEC1B	220496_at	0.4	0.454879775	1.022636285	0.2	0.241010851	1.309416124	-0.2	0.998683232	-0.648676113	-0.1	0.972720353	-0.355687575
ENSG00000165684	SNAPC4	205658_s_at	-0.3	0.149537083	-1.913116279	-0.1	0.423620932	-0.900975372	0.3	0.998683232	1.137699792			
ENSG00000165685	TMEM52B	236646_at	-0.4	0.465284194	-0.999777891	-1.5	2.91E-09	-8.182711786	-0.5	0.998683232	-1.546301046	0.6	0.498553468	1.975817677
ENSG00000165688	PMPCA	212088_at	-0.6	0.015388773	-3.388857783	-0.5	7.94E-06	-5.516380982						
ENSG00000165689	ENTR1	218427_at	-1.6	4.31E-06	-10.58609145	-1.5	4.03E-15	-13.60658778						
ENSG00000165694	FRMD7	233047_at	1.7	1.73E-05	8.903969434	1.3	1.06E-12	11.15389715	-0.3	0.998683232	-1.546609511			
ENSG00000165695	AK8	230976_at	0.5	0.326295938	1.318744769	0.4	0.102535611	1.824793728	0.1	0.998683232	0.296947924	0.1	0.985005991	0.207482705
ENSG00000165698	SPACA9	220050_at	-0.5	0.003233894	-4.40283432	-0.6	0.001732592	-3.625933877	0.1	0.998683232	0.722201898	0.2	0.888997535	0.779714859
ENSG00000165699	TSC1	209390_at	-1.2	4.33E-05	-7.927418298	-1	7.51E-15	-13.32140077	0.2	0.998683232	1.353162287			
ENSG00000165702	GFI1B	208501_at				0.3	0.011811683	2.856294308						
ENSG00000165704	HPRT1	202854_at	0.6	0.002027546	4.723743189	0.5	2.36E-06	5.9219237	-0.1	0.998683232	-0.791716901			
ENSG00000165714	BORCS5	227723_at	-0.6	0.005169447	-4.090990034	-0.5	9.32E-06	-5.462752708	0.2	0.998683232	1.045259537			
ENSG00000165716	DIPK1B	229002_at	-0.2	0.448362371	-1.035438948									
ENSG00000165724	ZMYND19	227477_at	-0.7	0.004951967	-4.119407612	-0.6	6.70E-06	-5.57333203						
ENSG00000165730	STOX1	229378_at	0.1	0.732754053	0.498699428	0.1	0.775614302	0.329628311				-0.1	0.985005991	-0.201785708
ENSG00000165731	RET	205879_x_at	-0.4	0.185670408	-1.75526436	0.1	0.706834603	0.431322835	0.4	0.998683232	0.915328218			
ENSG00000165732	DDX21	224654_at	1	2.52E-04	6.314709294	1	2.45E-11	9.917183848	-0.2	0.998683232	-1.122858652			
ENSG00000165733	BMS1	203082_at	-0.4	0.11185027	-2.114174953	-0.3	0.00190827	-3.589360485	0.1	0.998683232	0.338208366			
ENSG00000165752	STK32C	230934_at	-0.7	0.034550144	-2.882176854	-0.9	1.34E-10	-9.284108528	0.1	0.998683232	0.703370888			
ENSG00000165757	JCAD	213316_at	0.2	0.306319361	1.369817429	0.2	0.030263966	2.438990842						
ENSG00000165775	FUNDC2	230922_x_at	0.6	1.12E-04	7.021463807	0.4	1.53E-05	5.297127538	-0.1	0.998683232	-0.929789173			
ENSG00000165782	PIP4P1	225287_s_at	-0.9	0.002563877	-4.559953079	-0.8	7.38E-14	-12.28121386	0.2	0.998683232	1.52836821			
ENSG00000165792	METTL17	223528_s_at	-0.9	5.44E-05	-7.693691551	-0.9	3.07E-13	-11.66900643	0.1	0.998683232	1.008844166			
ENSG00000165794	SLC39A2	220413_at				0.2	0.001350375	3.720433765	0.1	0.998683232	0.91943771			
ENSG00000165795	NDRG2	206453_s_at	-0.1	0.547797145	-0.833873327	-0.3	0.30968316	-1.13786036	0.5	0.998683232	1.634387906	0.7	0.393491618	2.298427922
ENSG00000165799	RNASE7	234700_s_at	-0.2	0.418149726	-1.100151338									
ENSG00000165801	ARHGEF40	58780_s_at	-2.4	1.85E-07	-15.90427867	-2.4	3.02E-15	-13.74167947						
ENSG00000165802	NSMF	221214_s_at				0.2	0.095775242	1.862287031	0.1	0.998683232	0.521688273			
ENSG00000165804	ZNF219	219314_s_at	-1.4	1.44E-05	-9.129913864	-1.3	1.26E-15	-14.18036204	0.1	0.998683232	0.616731146			
ENSG00000165805	C12orf50	238219_at	1.1	0.019946929	3.228561644	0.9	5.38E-07	6.413179535	-0.5	0.998683232	-1.54363029			
ENSG00000165806	CASP7	207181_s_at	1.4	3.19E-05	8.25296562	1.4	4.93E-15	13.51348444						
ENSG00000165807	PPP1R36	237654_at	-0.3	0.368151718	-1.21520428	-0.5	0.020225551	-2.622602651	-0.3	0.998683232	-0.772574377			
ENSG00000165810	BTNL9	228434_at	0.5	0.011888052	3.551199892	0.3	0.007169168	3.066585664	-0.1	0.998683232	-0.910136043			
ENSG00000165813	CCDC186	229399_at	0.3	0.158716251	1.870825434	0.2	0.087735824	1.909628257						
ENSG00000165819	METTL3	209265_s_at	-0.6	0.003002993	-4.452307787	-0.5	2.29E-07	-6.697467882	0.2	0.998683232	1.339935725			
ENSG00000165821	SALL2	213283_s_at	-0.2	0.483178221	-0.96245				0.1	0.998683232	0.531597045			
ENSG00000165832	TRUB1	226339_at	-0.9	1.18E-04	-6.973391135	-1.3	1.24E-13	-12.05467167	-0.4	0.998683232	-2.005429501			
ENSG00000165861	ZFYVE1	223387_at	-0.2	0.348111177	-1.264024839	-0.4	4.61E-05	-4.924551807						
ENSG00000165863	C10orf82	231609_at	0.1	0.449334936	1.033605756	0.3	0.008602384	2.989166515	-0.1	0.998683232	-0.516627432			
ENSG00000165868	HSPA12A	235800_at	-0.2	0.570617658	-0.791394213	0.2	0.246798508	1.293535932	0.4	0.998683232	1.407030339			
ENSG00000165879	FRAT1	219889_at	-1.9	5.61E-06	-10.26046641	-2.2	1.63E-14	-12.95761034	-0.1	0.998683232	-0.399438116			
ENSG00000165886	UBTD1	219172_at	-1.3	1.91E-04	-6.550288319	-1.2	2.17E-10	-9.108215807						
ENSG00000165887	ANKRD2	221232_s_at	-0.2	0.60643676	-0.725027385	0.1	0.293979223	1.173839192	0.2	0.998683232	1.412163166			
ENSG00000165891	E2F7	228033_at	3.8	1.15E-05	9.395637671	3.2	1.84E-13	11.88366735	-0.8	0.998683232	-1.791501074	-0.1	0.972720353	-0.352912936
ENSG00000165895	ARHGAP42	230047_at	0.3	0.575902953	0.781811809	0.1	0.712731551	0.422397105	0.1	0.998683232	0.210302865	0.2	0.878888676	0.867700344
ENSG00000165898	ISCA2	226007_at	-1.6	1.49E-05	-9.097040767	-1.2	3.51E-16	-14.82035435	0.4	0.98132365	2.607148404			
ENSG00000165899	OTOGL	1553746_a_at	0.1	0.541687841	0.844944575	0.1	0.201452392	1.426748245						
ENSG00000165905	LARGE2	227829_at	0.1	0.622015508	0.696786411	0.2	0.044198106	2.259689723						
ENSG00000165914	TTC7B	226152_at	0.2	0.272514529	1.465513407	0.4	8.08E-05	4.731212193						
ENSG00000165915	SLC39A13	225277_at	-0.1	0.552788006	-0.824625055									
ENSG00000165916	PSMC3	201267_s_at	0.4	0.048046872	2.670820474	0.4	0.004953616	3.217017418	-0.1	0.998683232	-0.966025331			
ENSG00000165917	RAPSN	211570_s_at				0.2	0.056741545	2.135533377	-0.1	0.998683232	-1.03464856			
ENSG00000165923	AGBL2	220390_at				0.1	0.611209081	0.580715159						
ENSG00000165929	TC2N	1553132_a_at	0.1	0.929461823	0.137131108	0.5	0.101687763	1.829588092	0.4	0.998683232	0.980340352	-0.1	0.985003595	-0.255351447
ENSG00000165934	CPSF2	225986_x_at	-0.5	0.002013423	-4.728841939	-0.7	9.14E-13	-11.21457489	-0.2	0.998683232	-2.185540712			
ENSG00000165943	MOAP1	212508_at	-1.1	3.35E-04	-6.073148264	-1.5	9.09E-13	-11.2169302	-0.3	0.998683232	-0.967833106			
ENSG00000165948	IFI27L1	230172_at	-0.2	0.354586736	-1.247955983	-0.2	8.71E-04	-3.884571469						
ENSG00000165949	IFI27	202411_at	3.3	8.18E-04	5.380490801	2.4	9.44E-05	4.677013033	-0.2	0.998683232	-0.385513821	0.5	0.912523152	0.693649626
ENSG00000165953	SERPINA12	1552544_at				0.2	0.008197292	3.009622785	0.2	0.998683232	1.597457355			
ENSG00000165959	CLMN	221042_s_at	-1.5	1.88E-05	-8.80102084	-1.5	5.70E-16	-14.57209162	0.3	0.998683232	1.52942703			
ENSG00000165966	PDZRN4	220595_at	0.7	0.032092345	2.928660817	0.2	0.049961901	2.199861472	-0.2	0.998683232	-1.165782399			
ENSG00000165970	SLC6A5	236508_at	0.2	0.313564004	1.350486339	0.2	0.007221924	3.063444633						
ENSG00000165973	NELL1	206089_at	0.4	0.085968565	2.291770858	0.3	0.002662254	3.461470401	-0.2	0.998683232	-1.503031321			
ENSG00000165983	PTER	222798_at	-1.3	0.001749318	-4.82853522	-1.6	1.24E-14	-13.08362469	-0.4	0.998683232	-1.857193915			
ENSG00000165995	CACNB2	207776_s_at				0.3	0.090225314	1.894432597	0.4	0.998683232	1.706442045			
ENSG00000165996	HACD1	219654_at	-0.3	0.499995537	-0.927858502	-0.4	0.056915691	-2.134002289	-0.4	0.998683232	-1.205078797	-0.3	0.818128932	-1.092476399
ENSG00000165997	ARL5B	226345_at	2.7	4.58E-08	19.01447373	2.7	6.15E-21	21.40032599	-0.1	0.998683232	-0.326948849			
ENSG00000166002	SMCO4	219806_s_at	0.9	0.004937416	4.121280139	1	1.95E-09	8.322590342						
ENSG00000166004	CEP295	229878_at	-0.7	9.73E-05	-7.140139413	-0.6	3.75E-09	-8.094188604	0.1	0.998683232	0.691385817			
ENSG00000166006	KCNC2	240614_at				0.2	0.097483222	1.85266208	0.1	0.998683232	0.747801403			
ENSG00000166012	TAF1D	222728_s_at	0.4	0.02565788	3.071172659	0.4	3.47E-06	5.7944431	0.1	0.998683232	0.854527328			
ENSG00000166016	ABTB2	213497_at	4.9	3.89E-07	14.44038711	4.7	9.46E-23	24.55780753						
ENSG00000166024	R3HCC1L	228374_at	-0.3	0.092503169	-2.24215698	-0.2	0.00182	-3.607254544	0.1	0.998683232	1.313151524			
ENSG00000166025	AMOTL1	225450_at	-0.4	0.298652124	-1.390604016	-0.4	0.015469793	-2.740749875	0.2	0.998683232	1.142040393	0.3	0.806455177	1.148633746
ENSG00000166033	HTRA1	201185_at	-0.8	0.121839674	-2.056613583	-0.7	0.038697843	-2.323011203	0.5	0.998683232	1.184658509	0.5	0.779912427	1.224002861
ENSG00000166035	LIPC	206606_at	-0.3	0.434235784	-1.065299017	-0.1	0.68937372	-0.458540086	-0.1	0.998683232	-0.192579232	-0.2	0.888305525	-0.806182637
ENSG00000166037	CEP57	203494_s_at				-0.4	1.58E-04	-4.497297682	-0.3	0.998683232	-1.879397823			
ENSG00000166046	TCP11L2	1569206_at				-0.5	3.73E-05	-4.997841684	-0.5	0.955049488	-3.067424087			
ENSG00000166049	PASD1	240687_at	0.2	0.198964869	1.704020654	0.1	0.142278633	1.638575321	-0.2	0.998683232	-1.373764252			
ENSG00000166068	SPRED1	226837_at	0.5	0.199470556	1.7022351	0.5	0.026817274	2.494523445	-0.4	0.998683232	-1.045356111	-0.3	0.676849137	-1.465863457
ENSG00000166069	TMCO5A	1553636_at	0.1	0.669828971	0.610601771	0.3	0.010665456	2.899454187						
ENSG00000166073	GPR176	227846_at	-0.4	0.039249852	-2.801504215	-0.5	2.94E-04	-4.278146832						
ENSG00000166086	JAM3	212813_at	-0.1	0.868490643	-0.250290891	0.2	0.530832963	0.71145385	0.2	0.998683232	0.654476757	-0.1	0.985005991	-0.149393163
ENSG00000166090	IL25	220971_at	0.2	0.221235089	1.626197052	0.3	3.56E-04	4.210060193						
ENSG00000166091	CMTM5	230942_at	0.1	0.754896891	0.459113117	0.3	4.84E-04	4.099120205	-0.1	0.998683232	-0.746764797			
ENSG00000166105	GLB1L3	1562888_at				0.2	0.018244607	2.669057428						
ENSG00000166106	ADAMTS15	1553427_at				0.3	0.00745799	3.0499722						
ENSG00000166111	SVOP	1568625_at				0.2	0.031634241	2.418520817						
ENSG00000166118	SPATA19	1559138_a_at				0.2	0.00958284	2.944189833	0.1	0.998683232	0.872924536			
ENSG00000166123	GPT2	224839_s_at	0.3	0.101658435	2.179011133	-0.4	0.00230231	-3.517382921	-0.7	0.709470846	-3.902443782			
ENSG00000166126	AMN	1563792_at	0.4	0.012323229	3.527730927	0.2	0.088347961	1.905801082	-0.1	0.998683232	-0.79527332			
ENSG00000166128	RAB8B	226633_at	0.4	0.008071819	3.796414081	0.6	2.70E-10	9.028465182						
ENSG00000166130	IKBIP	227295_at	-1.4	1.44E-04	-6.793062277	-1.2	3.12E-12	-10.71801515						
ENSG00000166133	RPUSD2	221940_at	-1	0.00218648	-4.671176809	-0.8	2.76E-07	-6.635672497	0.3	0.998683232	1.164994784			
ENSG00000166135	HIF1AN	59999_at				-0.1	0.07353167	-2.002599958	0.1	0.998683232	1.367279013			
ENSG00000166136	NDUFB8	201227_s_at				-0.2	9.45E-06	-5.458404199						
ENSG00000166140	ZFYVE19	225843_at	-1.2	1.28E-04	-6.900125034	-1.1	1.95E-14	-12.87422832	0.1	0.998683232	0.668216969			
ENSG00000166143	PPP1R14D	220082_at				0.2	0.003073617	3.405410725						
ENSG00000166145	SPINT1	202826_at	-1.3	7.60E-04	-5.434112003	-1.7	1.18E-10	-9.329184215	-0.3	0.998683232	-0.986625153			
ENSG00000166147	FBN1	202765_s_at				0.3	0.013161355	2.80988614	0.1	0.998683232	0.321960498			
ENSG00000166148	AVPR1A	206250_x_at	0.1	0.584974564	0.764651691	0.3	0.002196294	3.53545244						
ENSG00000166152	C16orf78	240209_at	-0.2	0.25708416	-1.511496544	0.1	0.106912245	1.801777866	0.1	0.998683232	1.044569891			
ENSG00000166153	DEPDC4	1553365_at	0.1	0.667301559	0.614969367	0.2	0.016192252	2.721422628	0.1	0.998683232	0.696674755			
ENSG00000166159	LRTM2	1558530_at				0.3	4.15E-04	4.155481288						
ENSG00000166164	BRD7	228289_at	-0.7	0.001944322	-4.755314226	-0.5	2.89E-08	-7.396633642	0.1	0.998683232	1.012001276			
ENSG00000166165	CKB	200884_at	4.6	2.83E-06	11.17610942	4.5	5.62E-20	19.87573896	-0.4	0.998683232	-0.932280246	-0.3	0.64471816	-1.545752963
ENSG00000166166	TRMT61A	221907_at	0.9	0.001096161	5.166841822	0.7	3.06E-06	5.836537293	-0.2	0.998683232	-1.020596525			
ENSG00000166167	BTRC	224471_s_at	-1.9	8.17E-05	-7.300450634	-1.4	2.00E-14	-12.86260162	0.7	0.98132365	2.819346636			
ENSG00000166169	POLL	221049_s_at	-0.3	0.023642575	-3.122140464	-0.1	0.016503451	-2.713322198	0.1	0.998683232	1.545834913			
ENSG00000166170	BAG5	202985_s_at	-0.4	0.003312877	-4.386205156	-0.3	2.39E-05	-5.14746837						
ENSG00000166171	DPCD	226009_at	-0.4	0.099065796	-2.196169287	-0.5	2.05E-04	-4.405730826						
ENSG00000166173	LARP6	237818_at	0.5	0.014453755	3.428762181	0.4	4.25E-05	4.95188095	-0.2	0.998683232	-1.508063663			
ENSG00000166181	API5	201687_s_at				-0.2	9.80E-07	-6.214072304						
ENSG00000166183	ASPG	1557226_a_at	0.1	0.456465722	1.018773765	0.3	0.003602688	3.343593346	-0.1	0.998683232	-0.842456885			
ENSG00000166188	ZNF319	228460_at	-0.9	2.68E-04	-6.263700895	-0.7	4.57E-07	-6.466728941	0.2	0.998683232	0.8215028			
ENSG00000166189	HPS6	219052_at	-0.3	0.127148205	-2.026034072	-0.1	0.225540758	-1.352940191	0.2	0.998683232	1.067657236			
ENSG00000166192	SENP8	228398_at	0.2	0.338450461	1.28701504	-0.2	0.19873342	-1.435318285	-0.1	0.998683232	-0.772193917			
ENSG00000166197	NOLC1	211951_at	0.3	0.164678365	1.842212416	0.3	0.004390031	3.265087475						
ENSG00000166199	ALKBH3	226127_at	-0.5	0.009116772	-3.718771123	-0.8	8.92E-11	-9.431833401						
ENSG00000166200	COPS2	202467_s_at	-0.2	0.399388026	-1.143177572	0.2	0.007169168	3.066600036	0.4	0.988244755	2.586466942			
ENSG00000166206	GABRB3	205850_s_at	0.1	0.646297017	0.652904156	0.1	0.204633827	1.416644411	-0.1	0.998683232	-1.359245309			
ENSG00000166211	SPIC	1553851_at				-0.3	0.056274652	-2.139889298	-0.1	0.998683232	-1.053077713	0.2	0.901674358	0.729908874
ENSG00000166220	TBATA	1552887_at	0.4	0.087496971	2.280036673	0.5	1.92E-07	6.756517336						
ENSG00000166224	SGPL1	212322_at	-0.5	0.006566848	-3.932437632	-0.4	4.62E-06	-5.698796143						
ENSG00000166225	FRS2	226045_at	-0.6	0.001661744	-4.863967855	-0.3	6.57E-05	-4.802666198	0.4	0.857946384	3.46930302			
ENSG00000166226	CCT2	201947_s_at				0.1	0.33134283	1.088384563	-0.2	0.998683232	-1.170517347			
ENSG00000166228	PCBD1	203557_s_at	-0.2	0.163173587	-1.849233004	-0.3	4.44E-04	-4.130738758	-0.1	0.998683232	-0.971397393			
ENSG00000166233	ARIH1	201880_at							0.1	0.998683232	1.248311287			
ENSG00000166246	C16orf71	222089_s_at	0.1	0.603404066	0.731073627	0.2	0.013701528	2.792549957						
ENSG00000166250	CLMP	228082_at	-0.1	0.902366363	-0.187665242	-0.2	0.081060561	-1.951402671	-0.4	0.998683232	-2.100774999			
ENSG00000166257	SCN3B	204723_at				0.1	0.245128264	1.298209996	0.2	0.998683232	1.04941055			
ENSG00000166260	COX11	211727_s_at	-0.4	0.007666546	-3.830315286	-0.6	3.27E-09	-8.140825102	-0.1	0.998683232	-1.105762462			
ENSG00000166261	ZNF202	204327_s_at	-0.1	0.80920576	-0.358493843	0.2	0.089783002	1.897136755	0.3	0.998683232	1.609824488			
